complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
16-0185,PB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,93475381,16-0185-93475381,16-0185-93475381-Departmental Violation
16-0185,PB,white,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,93475381,16-0185-93475381,16-0185-93475381-Harassment
16-0185,PB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,93475381,16-0185-93475381,16-0185-93475381-Departmental Violation
16-0186,VF,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,75165635,16-0186-75165635,16-0186-75165635-Verbal Abuse
16-0187,BW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,54487478,16-0187-54487478,16-0187-54487478-Departmental Violation
16-0187,BW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,35497266,16-0187-35497266,16-0187-35497266-Departmental Violation
16-0188,PB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,15757409,16-0188-15757409,16-0188-15757409-Departmental Violation
16-0188,PB,white,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,35272733,16-0188-35272733,16-0188-35272733-Harassment
16-0188,PB,white,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,15757409,16-0188-15757409,16-0188-15757409-Harassment
16-0188,PB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,35272733,16-0188-35272733,16-0188-35272733-Departmental Violation
16-0188,PB,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,55443117,16-0188-55443117,16-0188-55443117-Departmental Violation
16-0189,CL,black,female,No C.A.P. Investigation,Not Applicable,Not Applicable,0200 02ND DISTRICT,2,61535035,16-0189-61535035,16-0189-61535035-No C.A.P. Investigation
16-0189,CL,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,0200 02ND DISTRICT,2,65525819,16-0189-65525819,16-0189-65525819-No C.A.P. Investigation
16-0190,JS,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,0900 09TH DISTRICT,9,55492555,16-0190-55492555,16-0190-55492555-No C.A.P. Investigation
16-0191,NV,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,58028680,16-0191-58028680,16-0191-58028680-Verbal Abuse
16-0191,NV,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,58028680,16-0191-58028680,16-0191-58028680-Unprofessional Conduct
16-0192,AB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,1,67392465,16-0192-67392465,16-0192-67392465-Departmental Violation
16-0192,AB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,1,81195585,16-0192-81195585,16-0192-81195585-Departmental Violation
16-0193,DG,black,male,Lack of Service,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,34885637,16-0193-34885637,16-0193-34885637-Lack of Service
16-0194,JD,black,male,Departmental Violation,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,20501100,16-0194-20501100,16-0194-20501100-Departmental Violation
16-0194,JD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,0900 09TH DISTRICT,9,46690103,16-0194-46690103,16-0194-46690103-Departmental Violation
16-0194,JD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,0900 09TH DISTRICT,9,46690103,16-0194-46690103,16-0194-46690103-Departmental Violation
16-0194,JD,black,male,Departmental Violation,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,20501100,16-0194-20501100,16-0194-20501100-Departmental Violation
16-0195,GT,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,97080442,16-0195-97080442,16-0195-97080442-Physical Abuse
16-0195,GT,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,97080442,16-0195-97080442,16-0195-97080442-Departmental Violation
16-0195,GT,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,85846063,16-0195-85846063,16-0195-85846063-Departmental Violation
16-0196,MS,white,male,Harassment,No Sustained Findings,Not Applicable,5200 TRAFFIC DISTRICT,52,10093271,16-0196-10093271,16-0196-10093271-Harassment
16-0196,MS,white,male,Departmental Violation,Sustained Finding,Guilty Finding,5200 TRAFFIC DISTRICT,52,10093271,16-0196-10093271,16-0196-10093271-Departmental Violation
16-0196,MS,white,male,Departmental Violation,Sustained Finding,Guilty Finding,5200 TRAFFIC DISTRICT,52,10093271,16-0196-10093271,16-0196-10093271-Departmental Violation
16-0196,MS,white,male,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable,5200 TRAFFIC DISTRICT,52,10093271,16-0196-10093271,16-0196-10093271-Sexual Crime/Misconduct
16-0197,EP,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,76774103,16-0197-76774103,16-0197-76774103-Departmental Violation
16-0198,SW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,59363691,16-0198-59363691,16-0198-59363691-Departmental Violation
16-0198,SW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5861 CANINE UNIT,,43241426,16-0198-43241426,16-0198-43241426-Departmental Violation
16-0198,SW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,59363691,16-0198-59363691,16-0198-59363691-Departmental Violation
16-0198,SW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,12219125,16-0198-12219125,16-0198-12219125-Departmental Violation
16-0198,SW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,12219125,16-0198-12219125,16-0198-12219125-Departmental Violation
16-0199,PW,white,female,Domestic,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,34517423,16-0199-34517423,16-0199-34517423-Domestic
16-0199,PW,white,female,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,34517423,16-0199-34517423,16-0199-34517423-Departmental Violation
16-0200,VG,white,male,Lack of Service,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,22148706,16-0200-22148706,16-0200-22148706-Lack of Service
16-0201,,,,No C.A.P. Investigation,Not Applicable,Not Applicable,,,,16-0201-,16-0201--No C.A.P. Investigation
16-0202,JB,black,female,Harassment,No Sustained Findings,Not Applicable,2600 26TH DISTRICT,26,12083169,16-0202-12083169,16-0202-12083169-Harassment
16-0203,BM,other,male,Verbal Abuse,No Sustained Findings,Not Applicable,4922 RADIO ROOM,,31594888,16-0203-31594888,16-0203-31594888-Verbal Abuse
16-0204,KA,black,male,Lack of Service,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,70395166,16-0204-70395166,16-0204-70395166-Lack of Service
16-0204,KA,white,female,Lack of Service,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,55591432,16-0204-55591432,16-0204-55591432-Lack of Service
16-0205,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0205-,16-0205--Departmental Violation
16-0205,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,16-0205-,16-0205--Unprofessional Conduct
16-0206,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0206-,16-0206--Departmental Violation
16-0207,TP,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,22288095,16-0207-22288095,16-0207-22288095-Verbal Abuse
16-0207,TP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,22288095,16-0207-22288095,16-0207-22288095-Physical Abuse
16-0207,TP,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,76500131,16-0207-76500131,16-0207-76500131-Physical Abuse
16-0207,TP,asian,male,Verbal Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,76500131,16-0207-76500131,16-0207-76500131-Verbal Abuse
16-0208,PS,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,62633668,16-0208-62633668,16-0208-62633668-Verbal Abuse
16-0209,AW,white,female,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,92447130,16-0209-92447130,16-0209-92447130-Departmental Violation
16-0209,AW,white,female,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,92447130,16-0209-92447130,16-0209-92447130-Physical Abuse
16-0209,AW,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,83506490,16-0209-83506490,16-0209-83506490-Departmental Violation
16-0209,AW,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,83506490,16-0209-83506490,16-0209-83506490-Physical Abuse
16-0209,AW,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,97077009,16-0209-97077009,16-0209-97077009-Physical Abuse
16-0209,AW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,97077009,16-0209-97077009,16-0209-97077009-Departmental Violation
16-0209,AW,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,52472345,16-0209-52472345,16-0209-52472345-Physical Abuse
16-0209,AW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,38252603,16-0209-38252603,16-0209-38252603-Departmental Violation
16-0209,AW,asian,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,52472345,16-0209-52472345,16-0209-52472345-Departmental Violation
16-0209,AW,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,38252603,16-0209-38252603,16-0209-38252603-Physical Abuse
16-0210,JO,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,72571489,16-0210-72571489,16-0210-72571489-Unprofessional Conduct
16-0211,JH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,14791471,16-0211-14791471,16-0211-14791471-Departmental Violation
16-0211,JH,white,male,Departmental Violation,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,64882432,16-0211-64882432,16-0211-64882432-Departmental Violation
16-0212,DW,black,male,Departmental Violation,Sustained Finding,No Guilty Findings,5900 EAST DETECTIVES,,47433740,16-0212-47433740,16-0212-47433740-Departmental Violation
16-0213,FC,white,male,Lack of Service,Sustained Finding,Training/Counseling,6500 SOUTHWEST DET,,84755670,16-0213-84755670,16-0213-84755670-Lack of Service
16-0214,MH,white,male,Lack of Service,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,21172296,16-0214-21172296,16-0214-21172296-Lack of Service
16-0214,MH,white,male,Lack of Service,Sustained Finding,Training/Counseling,0800 08TH DISTRICT,8,18657800,16-0214-18657800,16-0214-18657800-Lack of Service
16-0215,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,,,,16-0215-,16-0215--Unprofessional Conduct
16-0216,JM,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,84128076,16-0216-84128076,16-0216-84128076-Departmental Violation
16-0217,BJ,black,female,Lack of Service,No Sustained Findings,Not Applicable,4921 RADIO ROOM,,96767160,16-0217-96767160,16-0217-96767160-Lack of Service
16-0218,JL,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,79299241,16-0218-79299241,16-0218-79299241-Departmental Violation
16-0218,JL,white,male,Lack of Service,No Sustained Findings,Not Applicable,6002 MAJOR CRIMES UNIT,,67980577,16-0218-67980577,16-0218-67980577-Lack of Service
16-0218,JL,black,male,Disciplinary Code Violation,Sustained Finding,No Guilty Findings,5601 Tow Squad,,13993417,16-0218-13993417,16-0218-13993417-Disciplinary Code Violation
16-0218,JL,black,male,Departmental Violation,Sustained Finding,No Guilty Findings,5601 Tow Squad,,13993417,16-0218-13993417,16-0218-13993417-Departmental Violation
16-0219,MC,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,6500 SOUTHWEST DET,,49889871,16-0219-49889871,16-0219-49889871-No C.A.P. Investigation
16-0220,SF,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,49098855,16-0220-49098855,16-0220-49098855-Verbal Abuse
16-0221,BW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,9828 Criminal Intell Uni,,74981271,16-0221-74981271,16-0221-74981271-Departmental Violation
16-0222,LB,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,4922 RADIO ROOM,,47472879,16-0222-47472879,16-0222-47472879-Verbal Abuse
16-0223,RJ,black,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,12113038,16-0223-12113038,16-0223-12113038-Departmental Violation
16-0223,RJ,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,12113038,16-0223-12113038,16-0223-12113038-Unprofessional Conduct
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7401 NARC FIELD UNIT,,38840715,16-0223-38840715,16-0223-38840715-Unprofessional Conduct
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7401 NARC FIELD UNIT,,38840715,16-0223-38840715,16-0223-38840715-Unprofessional Conduct
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,11691438,16-0223-11691438,16-0223-11691438-Departmental Violation
16-0223,RJ,black,male,Departmental Violation,No Sustained Findings,Not Applicable,9821 SAFETY OFFICE,,30764734,16-0223-30764734,16-0223-30764734-Departmental Violation
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,61694166,16-0223-61694166,16-0223-61694166-Departmental Violation
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,61694166,16-0223-61694166,16-0223-61694166-Unprofessional Conduct
16-0223,RJ,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,26040613,16-0223-26040613,16-0223-26040613-Departmental Violation
16-0223,RJ,latino,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,26040613,16-0223-26040613,16-0223-26040613-Unprofessional Conduct
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,11691438,16-0223-11691438,16-0223-11691438-Unprofessional Conduct
16-0223,RJ,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,9821 SAFETY OFFICE,,30764734,16-0223-30764734,16-0223-30764734-Unprofessional Conduct
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7401 NARC FIELD UNIT,,38840715,16-0223-38840715,16-0223-38840715-Departmental Violation
16-0223,RJ,black,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89916154,16-0223-89916154,16-0223-89916154-Unprofessional Conduct
16-0223,RJ,black,female,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89916154,16-0223-89916154,16-0223-89916154-Departmental Violation
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7404 NARC FIELD UNIT EAS,,55343896,16-0223-55343896,16-0223-55343896-Departmental Violation
16-0223,RJ,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,55869180,16-0223-55869180,16-0223-55869180-Unprofessional Conduct
16-0223,RJ,black,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,55869180,16-0223-55869180,16-0223-55869180-Departmental Violation
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,36291543,16-0223-36291543,16-0223-36291543-Unprofessional Conduct
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,36291543,16-0223-36291543,16-0223-36291543-Departmental Violation
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89007722,16-0223-89007722,16-0223-89007722-Unprofessional Conduct
16-0223,RJ,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89007722,16-0223-89007722,16-0223-89007722-Departmental Violation
16-0223,RJ,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,7404 NARC FIELD UNIT EAS,,55343896,16-0223-55343896,16-0223-55343896-Unprofessional Conduct
16-0224,SM,black,male,Harassment,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,90705110,16-0224-90705110,16-0224-90705110-Harassment
16-0224,SM,black,male,Harassment,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,29180642,16-0224-29180642,16-0224-29180642-Harassment
16-0225,JW,black,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,67255136,16-0225-67255136,16-0225-67255136-Lack of Service
16-0226,FS,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,61455728,16-0226-61455728,16-0226-61455728-Lack of Service
16-0226,FS,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,34949151,16-0226-34949151,16-0226-34949151-Lack of Service
16-0227,SD,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,12140848,16-0227-12140848,16-0227-12140848-Verbal Abuse
16-0227,SD,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,46192628,16-0227-46192628,16-0227-46192628-Verbal Abuse
16-0228,CM,white,female,Lack of Service,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,21980821,16-0228-21980821,16-0228-21980821-Lack of Service
16-0229,CJ,black,male,Physical Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,42237550,16-0229-42237550,16-0229-42237550-Physical Abuse
16-0230,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0230-,16-0230--Departmental Violation
16-0230,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89007722,16-0230-89007722,16-0230-89007722-Departmental Violation
16-0230,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,11691438,16-0230-11691438,16-0230-11691438-Departmental Violation
16-0230,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,36291543,16-0230-36291543,16-0230-36291543-Departmental Violation
16-0230,,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,26040613,16-0230-26040613,16-0230-26040613-Departmental Violation
16-0230,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,38840715,16-0230-38840715,16-0230-38840715-Departmental Violation
16-0230,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7404 NARC FIELD UNIT EAS,,55343896,16-0230-55343896,16-0230-55343896-Departmental Violation
17-0011,,,,Physical Abuse,No Sustained Findings,Not Applicable,,,,17-0011-,17-0011--Physical Abuse
16-0230,,black,male,Departmental Violation,No Sustained Findings,Not Applicable,9821 SAFETY OFFICE,,30764734,16-0230-30764734,16-0230-30764734-Departmental Violation
16-0230,,black,female,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,89916154,16-0230-89916154,16-0230-89916154-Departmental Violation
16-0231,TM,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,81589204,16-0231-81589204,16-0231-81589204-Verbal Abuse
16-0231,TM,white,male,Physical Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,81589204,16-0231-81589204,16-0231-81589204-Physical Abuse
16-0231,TM,other,male,Verbal Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,36288110,16-0231-36288110,16-0231-36288110-Verbal Abuse
16-0231,TM,other,male,Physical Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,36288110,16-0231-36288110,16-0231-36288110-Physical Abuse
16-0232,FM,black,male,Lack of Service,No Sustained Findings,Not Applicable,0700 07TH DISTRICT,7,58345567,16-0232-58345567,16-0232-58345567-Lack of Service
16-0233,JC,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,7400 NARCOTICS INTEL / I,,70414735,16-0233-70414735,16-0233-70414735-Criminal Allegation
16-0234,JB,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,95010206,16-0234-95010206,16-0234-95010206-Verbal Abuse
16-0234,JB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,95010206,16-0234-95010206,16-0234-95010206-Departmental Violation
16-0235,DR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,18964044,16-0235-18964044,16-0235-18964044-Departmental Violation
16-0235,DR,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,87730905,16-0235-87730905,16-0235-87730905-Departmental Violation
16-0236,CD,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,1900 19TH DISTRICT,19,28817922,16-0236-28817922,16-0236-28817922-No C.A.P. Investigation
16-0236,CD,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,1900 19TH DISTRICT,19,53755170,16-0236-53755170,16-0236-53755170-No C.A.P. Investigation
16-0237,JC,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,11370603,16-0237-11370603,16-0237-11370603-Physical Abuse
16-0237,JC,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,11370603,16-0237-11370603,16-0237-11370603-Departmental Violation
16-0237,JC,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,54817926,16-0237-54817926,16-0237-54817926-Departmental Violation
16-0238,FW,white,male,Physical Abuse,No Sustained Findings,Not Applicable,9815 EXTERNAL SERVICES,,90215532,16-0238-90215532,16-0238-90215532-Physical Abuse
16-0238,FW,black,male,Criminal Allegation,No Sustained Findings,Not Applicable,9844 Domestic Prepardnes,,53773195,16-0238-53773195,16-0238-53773195-Criminal Allegation
16-0238,FW,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,9815 EXTERNAL SERVICES,,90215532,16-0238-90215532,16-0238-90215532-Verbal Abuse
16-0238,FW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,9844 Domestic Prepardnes,,53773195,16-0238-53773195,16-0238-53773195-Departmental Violation
16-0238,FW,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,9844 Domestic Prepardnes,,40405237,16-0238-40405237,16-0238-40405237-Criminal Allegation
16-0238,FW,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,9815 EXTERNAL SERVICES,,90215532,16-0238-90215532,16-0238-90215532-Criminal Allegation
16-0238,FW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,9815 EXTERNAL SERVICES,,90215532,16-0238-90215532,16-0238-90215532-Departmental Violation
16-0238,FW,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,5810 ORDINANCE DISP UNIT,,99918519,16-0238-99918519,16-0238-99918519-Criminal Allegation
16-0238,FW,black,male,Criminal Allegation,No Sustained Findings,Not Applicable,9844 COUNTER TERROR OPS,,47720414,16-0238-47720414,16-0238-47720414-Criminal Allegation
16-0238,FW,white,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,20330812,16-0238-20330812,16-0238-20330812-Lack of Service
16-0238,FW,white,male,Criminal Allegation,No Sustained Findings,Not Applicable,5810 ORDINANCE DISP UNIT,,75664140,16-0238-75664140,16-0238-75664140-Criminal Allegation
16-0239,BF,white,female,Departmental Violation,No Sustained Findings,Not Applicable,9809 EVIDENCE CUSTODIAN,,75172159,16-0239-75172159,16-0239-75172159-Departmental Violation
16-0240,RS,latino,male,Lack of Service,No Sustained Findings,Not Applicable,0900 09TH DISTRICT,9,73633043,16-0240-73633043,16-0240-73633043-Lack of Service
16-0241,RG,black,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,17630578,16-0241-17630578,16-0241-17630578-Departmental Violation
16-0241,RG,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,17630578,16-0241-17630578,16-0241-17630578-Unprofessional Conduct
16-0241,RG,black,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,50740625,16-0241-50740625,16-0241-50740625-Unprofessional Conduct
16-0241,RG,black,female,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,50740625,16-0241-50740625,16-0241-50740625-Departmental Violation
16-0242,MG,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,35839044,16-0242-35839044,16-0242-35839044-Departmental Violation
16-0242,MG,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,35839044,16-0242-35839044,16-0242-35839044-Physical Abuse
16-0243,JW,white,male,No C.A.P. Investigation,Not Applicable,Not Applicable,5900 EAST DETECTIVES,,37563897,16-0243-37563897,16-0243-37563897-No C.A.P. Investigation
16-0244,RG,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,17630578,16-0244-17630578,16-0244-17630578-Verbal Abuse
16-0245,SD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,15944005,16-0245-15944005,16-0245-15944005-Departmental Violation
16-0245,SD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,15944005,16-0245-15944005,16-0245-15944005-Departmental Violation
16-0245,SD,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,70832902,16-0245-70832902,16-0245-70832902-Departmental Violation
16-0245,SD,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,70832902,16-0245-70832902,16-0245-70832902-Departmental Violation
16-0246,FZ,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0246-,16-0246--Departmental Violation
16-0246,FZ,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,10280210,16-0246-10280210,16-0246-10280210-Verbal Abuse
16-0246,FZ,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,10280210,16-0246-10280210,16-0246-10280210-Physical Abuse
16-0247,,,,Verbal Abuse,No Sustained Findings,Not Applicable,,,,16-0247-,16-0247--Verbal Abuse
16-0247,,black,female,Lack of Service,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,57102052,16-0247-57102052,16-0247-57102052-Lack of Service
16-0248,JV,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6003 HOMICIDE UNIT,,96557390,16-0248-96557390,16-0248-96557390-Departmental Violation
16-0248,JV,black,male,Departmental Violation,No Sustained Findings,Not Applicable,6003 HOMICIDE UNIT,,65099756,16-0248-65099756,16-0248-65099756-Departmental Violation
16-0249,AN,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,60209981,16-0249-60209981,16-0249-60209981-Physical Abuse
